,metro,price,minutes,way,provider,fee_percent,views,storey,storeys,rooms,total_area,living_area,kitchen_area
365, Filatov Lug ,45000,21,walk,owner,0,1,7,16,1,64,64,64
366,No data,45000,0,walk,developer,50,10,9,16,1,38,19,9
367, Ziablikovo ,42000,12,walk,developer,50,29,6,12,1,40,22,9
368, Kievskaia ,130000,5,walk,developer,50,52,2,9,2,53,33,7
369, Narodnoe Opolchenie ,67000,16,walk,developer,50,11,12,25,1,41,20,10
370,No data,60000,0,walk,developer,50,16,4,17,1,38,20,9
371, Khovrino ,65000,14,walk,developer,0,5,3,9,2,45,34,6
372,No data,45000,0,walk,developer,50,22,1,17,1,33,19,8
373, Aeroport ,97000,14,walk,developer,50,29,5,15,1,64,64,64
374, Bulvar Dmitriia Donskogo ,36000,7,walk,developer,50,47,8,13,1,38,20,8
375, Shchukinskaia ,65000,8,walk,agency,0,6,16,24,2,64,64,64
376, Shchukinskaia ,42000,11,walk,developer,50,8,7,14,1,38,20,10
377, Vladykino ,50000,10,walk,developer,50,22,11,20,1,39,20,10
378, Kozhukhovskaia ,50000,8,walk,developer,50,5,8,9,2,42,31,6
379,No data,70000,0,walk,owner,0,13,4,11,2,64,64,64
380, Medvedkovo ,70000,13,walk,developer,70,10,5,9,3,64,64,64
381, Sviblovo ,60000,15,walk,developer,50,40,22,25,2,54,35,10
382, Frunzenskaia ,200000,11,walk,developer,50,40,10,10,4,64,64,64
383,No data,69000,0,walk,developer,50,31,3,19,2,50,33,9
384, Rimskaia ,47750,4,walk,agency,0,6,9,9,1,64,64,64
385, Akademicheskaia ,60000,13,walk,developer,50,39,1,10,1,38,20,10
386, Kakhovskaia ,70000,4,walk,owner,0,19,7,16,1,41,35,10
387, Salarevo ,60000,8,transport,developer,50,44,17,22,1,39,20,10
388,No data,45000,0,transport,agency,0,11,8,12,2,45,30,6
389, Spartak ,70000,10,walk,developer,50,41,7,19,2,46,32,9
390, Govorovo ,52000,10,walk,developer,50,35,19,24,1,64,64,64
391,No data,70000,0,walk,developer,50,6,4,9,2,41,30,7
392, Izmailovskaia ,65000,15,walk,developer,50,17,2,18,2,60,45,8
393, Filatov Lug ,26000,16,transport,developer,70,34,4,4,1,35,19,7
394, Buninskaia Alleia ,45000,5,walk,developer,50,51,2,17,1,37,19,9
395, Altufevo ,32000,15,walk,developer,50,9,2,16,1,38,19,7
396,No data,50000,0,walk,developer,50,8,5,14,3,68,45,10
397, Mezhdunarodnaia ,300000,7,walk,developer,0,232,53,75,2,64,64,64
398,No data,52397,0,walk,agency,0,57,16,22,3,64,64,64
399, Shchukinskaia ,44000,8,walk,developer,50,20,10,14,1,39,20,10
400,No data,50000,0,walk,developer,0,17,5,5,2,47,31,7
401, Rechnoi vokzal ,53000,12,walk,developer,50,20,1,5,2,35,25,6
402, Arbatskaia ,65000,9,walk,developer,50,16,22,24,1,35,18,10
403, Bratislavskaia ,65000,9,transport,developer,50,13,8,17,2,60,37,10
404, Arbatskaia ,200000,12,walk,developer,60,38,2,3,2,64,64,64
405, Rimskaia ,105000,10,walk,developer,50,55,7,16,3,64,64,64
406,No data,50000,0,walk,developer,0,13,4,10,2,49,30,9
407,No data,26880,0,walk,agency,0,29,3,11,1,64,64,64
408,No data,65000,0,walk,developer,22,7,2,5,2,52,32,6
409, Babushkinskaia ,40000,15,walk,developer,50,29,1,5,1,32,18,6
410, Trubnaia ,135000,8,walk,developer,0,29,3,5,2,75,35,30
411,No data,30000,0,walk,developer,0,23,2,13,1,37,16,15
412, Tcaritcyno ,35000,18,transport,developer,50,27,5,12,1,32,16,8
413, Shabolovskaia ,250000,9,walk,agency,0,41,11,20,+,6,115,13
414, Ulitca Starokachalovskaia ,34300,11,walk,agency,0,15,14,17,1,64,64,64
415, Okskaia ,45000,9,walk,developer,50,44,11,17,1,45,24,10
416, Aviamotornaia ,70000,10,walk,developer,50,10,8,23,2,47,32,9
417, Fonvizinskaia ,66000,12,walk,developer,50,27,9,17,2,53,33,10
418, Otradnoe ,70000,13,transport,developer,50,34,5,11,1,38,20,10
419, Nekrasovka ,37000,6,walk,developer,50,19,9,25,1,40,20,10
420, Mitino ,49000,45,transport,agency,0,21,4,9,2,64,64,64
421, Mezhdunarodnaia ,250000,2,walk,developer,0,194,26,85,2,64,64,64
422, Vodnyi stadion ,40000,17,transport,developer,50,13,5,14,1,38,19,9
423,No data,52000,0,transport,developer,50,3,1,5,2,1,28,5
424, Okruzhnaia ,44000,7,walk,developer,50,41,13,18,1,35,18,8
425,No data,51000,0,walk,developer,50,31,9,19,1,42,20,10
426, Oktiabrskoe pole ,65000,11,transport,developer,50,34,13,22,1,35,19,8
427,No data,44000,0,transport,developer,55,69,7,39,1,21,13,3
428, Botanicheskii sad ,65000,17,walk,owner,0,24,4,5,2,64,64,64
429, Konkovo ,40000,13,walk,developer,50,9,2,9,1,64,64,64
430,No data,60000,0,walk,developer,50,59,5,5,1,38,20,8
431, Prospekt Vernadskogo ,42000,7,walk,developer,100,90,3,9,1,64,64,64
432, Serpukhovskaia ,70000,9,walk,developer,50,7,11,12,2,48,33,8
433, Kuzminki ,35000,10,walk,developer,50,3,3,9,1,64,64,64
434, Medvedkovo ,44000,16,walk,owner,0,15,11,17,1,31,18,9
435, VDNKh ,70000,19,walk,owner,0,22,10,16,1,64,64,64
436, Sportivnaia ,95000,7,walk,developer,50,39,3,6,4,64,64,64
437, Govorovo ,50000,11,walk,developer,50,3,1,25,1,64,64,64
438, VDNKh ,60000,21,walk,developer,50,7,20,22,1,40,20,10
439, Pechatniki ,60000,7,walk,developer,50,11,17,17,2,60,36,10
440, Dinamo ,48000,13,walk,developer,0,7,8,13,1,2,18,9
441, Shelepikha ,100000,12,walk,developer,50,31,6,9,2,56,36,9
442, Elektrozavodskaia ,70000,12,walk,developer,50,8,2,14,2,63,39,10
443, Akademicheskaia ,63000,4,walk,owner,0,15,8,19,1,64,64,64
444, Rizhskaia ,70000,10,walk,owner,0,5,6,9,2,64,64,64
445, Kurskaia ,65000,6,walk,developer,40,166,1,8,1,38,18,9
446, Kievskaia ,100000,13,walk,developer,0,27,2,9,3,80,55,10
447, Lukhmanovskaia ,40000,19,walk,developer,0,16,1,1,1,35,17,14
448, Alekseevskaia ,140000,4,walk,agency,0,30,11,15,3,64,64,64
449, Kuzminki ,40000,6,walk,developer,60,32,2,9,2,64,64,64
450,No data,240000,0,walk,owner,0,59,23,25,3,64,64,64
451, Alma-Atinskaia ,30000,23,transport,developer,70,13,10,16,1,40,20,10
452, Sviblovo ,45000,6,walk,developer,50,19,3,17,1,38,19,9
453,No data,43000,0,walk,developer,50,45,3,5,2,45,30,6
454, Kantemirovskaia ,45000,15,walk,developer,50,19,6,12,1,40,20,10
455, Tekstilshchiki ,32280,9,walk,agency,0,18,1,5,1,64,64,64
456,No data,45000,0,walk,developer,50,4,4,5,2,45,30,6
457, Beliaevo ,45000,8,walk,developer,80,39,16,22,+,64,64,64
458, Ulitca Gorchakova ,40000,6,walk,developer,50,37,3,9,1,42,20,9
459, Bulvar Rokossovskogo ,62000,7,walk,owner,0,15,7,31,2,54,27,10
460,No data,50000,0,walk,developer,50,20,7,17,2,56,36,9
461, Skhodnenskaia ,250000,16,walk,owner,0,28,3,3,5,64,64,64
462, Prospekt Vernadskogo ,60000,7,walk,owner,0,44,6,10,1,64,64,64
463, Bulvar Rokossovskogo ,58000,10,walk,developer,50,14,7,22,1,35,19,8
464,No data,27000,0,walk,developer,37,8,9,11,1,64,64,64
465, Nagornaia ,70000,2,walk,developer,30,29,10,25,2,64,64,64
466,No data,65000,0,walk,developer,50,9,12,23,1,32,20,5
467, Piatnitckoe shosse ,30000,40,transport,developer,60,36,9,16,2,60,36,9
468, Kolomenskaia ,60000,4,transport,developer,50,4,2,19,1,40,20,10
469, Rasskazovka ,43000,10,transport,developer,50,17,6,9,1,43,21,10
470, Buninskaia Alleia ,40000,20,transport,developer,50,49,3,17,1,36,19,9
471, Marino ,40000,12,walk,owner,0,11,1,16,1,50,16,9
472, Bulvar Dmitriia Donskogo ,50000,10,walk,developer,50,38,12,14,2,54,34,10
473,No data,45000,0,walk,developer,100,17,3,17,1,64,64,64
474, Bulvar Dmitriia Donskogo ,40000,12,walk,developer,50,34,15,22,1,39,20,10
475, Kuntcevskaia ,60000,9,walk,developer,50,17,4,9,3,62,40,7
476, Mezhdunarodnaia ,300000,6,walk,developer,0,24,30,77,2,64,64,64
477, Vykhino ,40000,16,walk,developer,50,42,2,9,1,33,18,7
478,No data,68000,0,walk,developer,50,22,5,14,3,65,48,8
479, Lomonosovskii prospekt ,96000,13,walk,agency,0,26,6,8,3,64,64,64
480, Sukharevskaia ,65000,9,walk,developer,50,50,12,16,1,39,20,10
481, Khovrino ,30000,37,transport,developer,70,25,2,17,1,1,20,8
482, Chertanovskaia ,45000,11,walk,owner,0,14,2,24,1,64,64,64
483,No data,92000,0,walk,developer,50,32,14,23,2,45,32,8
484, Okskaia ,60000,14,walk,developer,50,6,23,33,2,45,32,9
485, Spartak ,65000,10,walk,developer,50,36,4,22,+,40,20,10
486, Ulitca Skobelevskaia ,49900,12,walk,owner,0,9,15,33,2,64,64,64
487, Prospekt Mira ,42000,6,walk,agency,100,14,4,9,1,5,20,5
488, Timiriazevskaia ,53000,14,walk,developer,50,24,4,9,3,51,43,6
489, Perovo ,52000,11,transport,developer,50,22,2,5,2,45,32,7
490,No data,98379,0,transport,agency,0,59,3,9,4,64,64,64
491,No data,52000,0,transport,developer,50,15,4,9,1,33,18,7
492, Lefortovo ,39000,12,walk,developer,0,22,7,12,1,38,18,9
493, Solntcevo ,53000,8,walk,developer,50,20,9,17,2,53,33,8
494, Sukharevskaia ,99000,6,walk,developer,50,6,3,17,3,87,48,10
495,No data,48000,0,walk,owner,0,16,5,10,2,68,33,14
496, Belomorskaia ,30260,6,walk,agency,0,16,17,17,1,64,64,64
497, Kuzminki ,60000,21,walk,developer,50,27,23,23,+,62,36,10
498, Nagornaia ,50000,14,walk,developer,50,2,6,14,1,40,20,10
499, Rasskazovka ,52000,15,walk,developer,25,16,9,17,2,64,64,64
500,No data,110000,0,walk,developer,50,39,14,17,3,87,56,12
501, Rasskazovka ,45000,11,walk,developer,50,4,19,20,1,64,64,64
502, Vykhino ,43000,12,walk,developer,50,67,5,12,1,7,13,12
503, Kitai-gorod ,110000,14,walk,developer,50,23,2,5,2,64,64,64
504, Vykhino ,50000,16,walk,developer,50,40,10,13,1,39,20,10
505, Buninskaia Alleia ,72000,6,walk,agency,0,31,4,17,3,64,64,64
506, Olkhovaia ,47000,26,transport,agency,0,31,2,7,2,64,64,64
507, Buninskaia Alleia ,60000,9,walk,developer,50,34,7,25,2,60,35,9
508, Shipilovskaia ,50000,12,transport,developer,50,31,3,14,1,40,20,10
509, Altufevo ,45000,15,walk,developer,50,14,3,5,1,32,18,6
510, Botanicheskii sad ,48000,2,walk,agency,0,58,5,25,1,64,64,64
511, Okruzhnaia ,49000,11,walk,owner,0,10,2,5,1,18,14,2
512, Mezhdunarodnaia ,210000,6,walk,owner,0,13,47,77,2,64,64,64
513,No data,70000,0,walk,developer,0,16,16,17,2,52,32,10
514, Mendeleevskaia ,70000,11,walk,developer,50,36,12,12,1,64,64,64
515, Babushkinskaia ,50000,13,transport,developer,50,13,5,12,2,50,32,8
516, Krasnoselskaia ,130000,4,walk,developer,0,4,12,14,2,64,64,64
517, Ulitca Skobelevskaia ,63000,4,walk,developer,40,28,11,12,3,87,56,12
518, Rasskazovka ,40000,13,transport,developer,50,30,1,25,1,39,20,10
519, Kommunarka ,60000,20,walk,developer,0,28,2,17,+,64,64,64
520, Bratislavskaia ,43000,8,walk,developer,50,18,18,22,1,64,64,64
521, Domodedovskaia ,47000,16,walk,owner,0,14,3,20,1,64,64,64
522,No data,100000,0,walk,owner,0,20,5,5,3,75,50,8
523, Bagrationovskaia ,45000,4,walk,developer,0,35,1,5,1,64,64,64
524, Borovskoe shosse ,60000,5,walk,agency,0,18,13,17,2,64,64,64
525, Borisovo ,44000,18,walk,developer,50,39,11,14,1,42,21,10
526, Marina Roshcha ,50000,12,walk,developer,45,28,3,14,1,36,17,9
527, Okskaia ,60000,15,walk,developer,50,11,13,19,1,40,20,10
528, Volzhskaia ,45000,11,walk,developer,50,34,7,18,1,37,19,9
529, Ulitca Skobelevskaia ,50000,11,walk,developer,50,24,13,24,1,45,36,18
530,No data,70000,0,walk,developer,50,50,10,16,2,56,35,10
531, Vykhino ,48000,7,walk,developer,50,25,17,17,1,40,20,10
532, Kurskaia ,64000,6,walk,agency,0,16,1,8,1,64,64,64
533, Mendeleevskaia ,70000,4,walk,developer,50,57,4,8,1,64,64,64
534, Rimskaia ,65000,13,walk,developer,50,11,12,12,1,35,19,8
535, Belorusskaia ,70000,16,walk,developer,50,25,8,16,1,64,64,64
536, Prazhskaia ,70000,16,walk,developer,50,25,8,16,2,55,35,10
537, Mezhdunarodnaia ,380000,7,walk,developer,0,130,43,75,2,64,64,64
538, Piatnitckoe shosse ,31000,41,transport,developer,50,215,17,22,2,64,64,64
539, Serpukhovskaia ,73000,7,walk,agency,0,32,8,12,2,64,64,64
540, Rasskazovka ,45000,12,transport,developer,50,15,17,19,1,43,21,10
541, Filatov Lug ,33000,26,transport,owner,0,64,9,14,1,64,64,64
542, Narodnoe Opolchenie ,60000,15,walk,developer,50,23,7,17,2,58,36,10
543, Nekrasovka ,70000,6,walk,developer,50,15,10,25,3,80,58,12
544, Novogireevo ,48000,5,walk,developer,50,22,1,14,2,45,32,8
545, Voikovskaia ,70000,11,walk,agency,40,19,3,13,2,57,37,9
546, Ozernaia ,150000,10,walk,developer,40,56,12,25,2,100,47,45
547, Mezhdunarodnaia ,290000,6,walk,developer,0,294,34,73,2,64,64,64
548, Belomorskaia ,62000,19,walk,developer,50,26,5,16,1,37,19,9
549,No data,28000,0,walk,developer,30,9,1,9,1,33,18,6
550,No data,110000,0,walk,developer,0,20,11,16,2,64,64,64
551, Mitino ,49000,8,walk,agency,0,8,6,17,2,64,64,64
552, Okruzhnaia ,42000,11,walk,developer,50,44,4,5,1,25,15,4
553, Novokuznetckaia ,150000,4,walk,developer,50,58,6,8,3,84,56,9
554,No data,50000,0,walk,developer,50,14,3,5,1,32,18,6
555,No data,36400,0,walk,agency,0,7,1,2,1,64,64,64
556, Belomorskaia ,45000,12,transport,developer,50,52,11,22,1,38,20,9
557, Domodedovskaia ,65000,11,transport,developer,50,60,9,24,2,58,37,10
558, Mezhdunarodnaia ,300000,6,walk,developer,0,222,62,75,2,64,64,64
559, Kotelniki ,44000,9,walk,developer,50,21,6,12,1,39,20,10
560, Paveletckaia ,96000,5,walk,agency,0,20,2,4,3,64,64,64
561,No data,140000,0,walk,developer,0,16,5,22,3,64,64,64
562, Mendeleevskaia ,60000,12,walk,developer,50,78,1,12,1,40,20,10
563,No data,69000,0,walk,developer,50,49,13,16,2,78,40,12
564, Ulitca Akademika Iangelia ,45000,11,walk,owner,0,21,6,25,1,64,64,64
565,No data,110000,0,walk,owner,0,29,24,28,2,110,60,25
566,No data,60000,0,walk,developer,50,8,16,25,2,60,37,10
567, Mezhdunarodnaia ,450000,6,walk,developer,0,25,54,65,2,145,140,5
568, Fonvizinskaia ,50000,12,walk,developer,50,20,9,14,2,55,35,9
569, Okruzhnaia ,39999,11,walk,developer,50,38,2,5,1,64,64,64
570, Nekrasovka ,43000,18,walk,developer,50,12,4,17,1,38,20,10
571, Chertanovskaia ,140000,19,walk,developer,0,34,33,38,3,64,64,64
572, Narodnoe Opolchenie ,65000,14,walk,developer,50,33,4,21,1,33,18,7
573, Krylatskoe ,43000,19,walk,developer,50,25,4,17,1,40,20,8
574, Rasskazovka ,60000,14,walk,developer,50,7,15,17,3,77,51,10
575,No data,60000,0,walk,agency,100,5,5,5,2,64,64,64
576, Prospekt Vernadskogo ,48000,6,walk,agency,100,5,5,5,2,64,64,64
577, Ozernaia ,65000,8,walk,agency,100,2,4,5,3,64,64,64
578, Narodnoe Opolchenie ,500000,20,transport,agency,0,18,1,4,4,64,64,64
579, Ozernaia ,70000,19,walk,agency,100,7,9,15,2,64,64,64
580,No data,70000,0,walk,agency,100,31,6,10,2,64,64,64
581, Salarevo ,37000,14,walk,agency,100,18,23,25,1,64,64,64
582, Iasenevo ,50000,8,walk,agency,100,15,12,22,2,64,64,64
583, Strogino ,52000,4,walk,agency,100,20,8,12,1,64,64,64
584, Vladykino ,50000,10,walk,agency,100,20,1,19,1,64,64,64
585,No data,30000,0,walk,agency,100,35,13,14,1,64,64,64
586, Olkhovaia ,25000,26,transport,developer,80,12,10,14,1,19,9,4
587,No data,50000,0,transport,agency,0,3,7,14,1,64,64,64
588, Novogireevo ,38000,13,transport,developer,50,27,7,12,1,42,20,9
589,No data,38000,0,transport,developer,50,7,4,4,1,32,18,6
590, Rasskazovka ,65000,13,transport,developer,50,18,16,17,3,80,50,12
591, Bratislavskaia ,47000,19,walk,agency,0,7,12,25,1,64,64,64
592,No data,130000,0,walk,owner,0,3,2,8,3,64,64,64
593, Bibirevo ,69900,7,walk,developer,30,34,6,9,3,4,42,15
594,No data,45000,0,walk,developer,60,6,11,12,2,55,33,9
595, Nekrasovka ,40000,15,walk,developer,50,23,14,17,1,40,20,10
596, Solntcevo ,42000,3,transport,developer,50,0,3,3,1,64,64,64
597, Buninskaia Alleia ,50000,15,transport,developer,50,49,2,9,2,48,33,9
598, Tulskaia ,43999,12,walk,developer,0,27,1,9,1,64,64,64
599, Kolomenskaia ,60000,18,transport,developer,50,12,8,12,1,64,64,64
600, Taganskaia ,149000,8,walk,developer,50,24,6,12,3,100,56,12
601,No data,110000,0,walk,developer,50,5,9,17,2,55,35,9
602, Kuntcevskaia ,250000,12,walk,agency,0,40,7,25,4,230,181,15
603,No data,100000,0,walk,agency,0,5,19,25,3,80,52,10
604, Ulitca 1905 goda ,250000,18,walk,agency,0,128,21,22,+,150,120,30
605,No data,500000,0,walk,agency,0,133,5,6,5,315,185,25
606, Arbatskaia ,450000,6,walk,agency,0,121,2,7,5,176,90,20
607, Michurinskii prospekt ,70000,9,walk,agency,0,41,4,20,1,52,22,15
608, Oktiabrskoe pole ,300000,10,walk,agency,0,7,11,11,5,180,113,20
609, Ulitca 1905 goda ,190000,18,walk,agency,0,126,20,22,+,120,78,16
610, Park kultury ,68000,11,walk,developer,50,27,5,12,1,35,20,9
611, Smolenskaia ,500000,10,walk,agency,0,34,3,7,3,64,64,64
612, Polianka ,110000,6,walk,agency,0,50,2,7,1,64,64,64
613, Profsoiuznaia ,500000,12,walk,agency,0,160,6,18,5,64,64,64
614, Shelepikha ,275000,19,walk,agency,0,57,12,37,3,64,64,64
615, Avtozavodskaia ,72600,11,walk,agency,0,2,9,24,2,64,64,64
616, Bagrationovskaia ,69200,13,walk,agency,0,11,8,26,1,64,64,64
617, Ploshchad Ilicha ,107200,9,walk,agency,0,5,6,8,3,64,64,64
618, Ploshchad Ilicha ,58600,9,walk,agency,0,7,3,13,1,64,64,64
619, Bagrationovskaia ,73900,13,walk,agency,0,28,18,26,1,64,64,64
620, Bagrationovskaia ,156000,13,walk,agency,0,9,12,26,+,64,64,64
621, TcSKA ,97000,7,walk,agency,0,5,4,15,2,47,33,6
622, TcSKA ,71600,7,walk,agency,0,10,4,15,1,64,64,64
623, Varshavskaia ,65000,9,walk,agency,0,18,5,16,3,64,64,64
624, VDNKh ,65000,8,walk,agency,0,24,1,14,3,64,64,64
625,No data,70000,0,walk,agency,0,21,13,14,1,43,12,18
626, Mezhdunarodnaia ,380000,7,walk,agency,0,60,45,73,2,64,64,64
627, Mezhdunarodnaia ,200000,7,walk,agency,0,24,46,75,2,64,64,64
628, Mezhdunarodnaia ,240000,7,walk,agency,0,47,44,73,2,64,64,64
629, Mezhdunarodnaia ,250000,6,walk,agency,0,59,56,77,2,64,64,64
630, Mezhdunarodnaia ,300000,3,walk,agency,0,48,30,83,2,64,64,64
631, Mezhdunarodnaia ,200000,6,walk,agency,0,11,35,77,2,60,40,10
632, Mezhdunarodnaia ,1050000,6,walk,agency,0,47,45,77,4,64,64,64
633, Mezhdunarodnaia ,240000,6,walk,agency,0,68,21,77,2,65,40,10
634, Mezhdunarodnaia ,305000,2,walk,agency,0,16,19,85,2,64,64,64
635, Mezhdunarodnaia ,289900,6,walk,agency,0,27,18,77,3,64,64,64
636, Mezhdunarodnaia ,200000,2,walk,agency,0,41,16,85,1,64,64,64
637, Mezhdunarodnaia ,270000,5,walk,agency,0,8,46,63,2,64,64,64
638, Chistye prudy ,450000,6,walk,agency,0,169,3,7,4,182,100,17
639, Teatralnaia ,500000,10,walk,agency,0,42,4,5,5,155,107,13
640, TcSKA ,194000,5,walk,agency,0,1,27,33,4,150,90,13
641, Krasnye vorota ,100000,8,walk,agency,0,16,3,10,3,64,64,64
642, Novokuznetckaia ,195000,4,walk,agency,0,23,2,6,3,64,64,64
643, Arbatskaia ,250000,10,walk,agency,0,186,3,5,2,5,71,15
644, Maiakovskaia ,250000,8,walk,agency,0,185,7,7,3,110,75,12
645, Kuznetckii most ,300000,5,walk,agency,0,16,4,4,4,155,97,15
646, Kitai-gorod ,220000,3,walk,agency,0,34,3,6,3,64,64,64
647, Tretiakovskaia ,250000,5,walk,agency,0,42,3,6,4,64,64,64
648, Sukharevskaia ,280000,6,walk,agency,0,36,3,4,4,64,64,64
649, Delovoi tcentr ,250000,14,walk,agency,0,0,39,55,2,64,64,64
650, Turgenevskaia ,220000,4,walk,agency,0,3,3,6,3,64,64,64
651, Barrikadnaia ,500000,10,walk,agency,0,1,4,5,6,64,64,64
652, Barrikadnaia ,300000,9,walk,agency,0,185,11,15,4,64,64,64
653, Kitai-gorod ,220000,5,walk,agency,0,30,3,6,3,64,64,64
654, Kievskaia ,210000,5,walk,agency,0,28,7,14,3,64,64,64
655, Pushkinskaia ,280000,12,walk,agency,0,43,5,9,4,64,64,64
656, Krasnopresnenskaia ,230000,12,walk,agency,0,118,6,8,4,64,64,64
657, Oktiabrskaia ,850000,9,walk,agency,0,3,0,0,5,258,135,25
658, Smolenskaia ,250000,6,walk,agency,0,132,6,7,5,64,64,64
659, Begovaia ,400000,5,walk,agency,0,51,38,38,5,260,123,55
660,No data,150000,0,walk,agency,0,159,12,28,2,64,64,64
661, Kievskaia ,400000,6,walk,agency,0,159,11,12,4,64,64,64
662,No data,1272343,0,walk,agency,0,205,6,29,5,64,64,64
663, Oktiabrskoe pole ,240000,8,walk,agency,0,162,3,8,4,64,64,64
664, Krasnopresnenskaia ,230000,12,walk,agency,0,65,6,8,4,64,64,64
665, Shabolovskaia ,200000,8,walk,agency,0,68,3,18,4,64,64,64
666, Kievskaia ,220000,5,walk,agency,0,43,7,12,3,150,90,40
667, Barrikadnaia ,300000,12,walk,agency,0,134,20,25,4,64,64,64
668, Frunzenskaia ,1600000,13,walk,agency,0,8,5,7,6,64,64,64
669, Belorusskaia ,450000,7,walk,agency,0,129,6,10,4,64,64,64
670, Smolenskaia ,500000,11,walk,agency,0,71,7,16,4,64,64,64
671, Lomonosovskii prospekt ,139000,20,walk,agency,0,64,18,22,2,64,64,64
672, Maiakovskaia ,199000,7,walk,agency,0,44,8,12,3,64,64,64
673, Smolenskaia ,297000,3,walk,agency,0,31,4,6,3,64,64,64
674, Minskaia ,300000,15,transport,agency,0,36,35,53,3,64,64,64
675, Ulitca 1905 goda ,210000,18,walk,agency,0,141,20,22,4,64,64,64
676, Kurskaia ,300000,8,walk,agency,0,146,4,7,2,64,64,64
677, Belorusskaia ,450000,7,walk,agency,0,129,4,10,4,64,64,64
678, Turgenevskaia ,380000,5,walk,agency,0,72,5,5,4,64,64,64
679, Smolenskaia ,130000,3,walk,agency,0,24,5,8,3,64,64,64
680, Lubianka ,400000,3,walk,agency,0,28,4,5,2,64,64,64
681, Delovoi tcentr ,1500000,4,walk,agency,0,195,48,60,6,64,64,64
682, Timiriazevskaia ,300000,10,walk,agency,0,136,5,12,6,232,130,21
683, Krasnye vorota ,300000,7,walk,agency,0,132,3,6,6,64,64,64
684, Pushkinskaia ,1151963,9,walk,agency,0,121,4,7,3,64,64,64
685,No data,500000,0,walk,agency,0,144,28,29,6,64,64,64
686, Kievskaia ,2000000,14,walk,agency,0,156,4,7,5,64,64,64
687, Prospekt Mira ,300000,6,walk,agency,0,137,8,16,5,64,64,64
688, Ulitca 1905 goda ,500000,10,walk,agency,0,45,3,18,3,64,64,64
689, Kurskaia ,500000,12,walk,agency,0,62,3,8,3,64,64,64
690, Tretiakovskaia ,250000,2,walk,agency,0,62,2,5,3,64,64,64
691, Tverskaia ,450000,6,walk,agency,0,45,4,4,3,64,64,64
692, Smolenskaia ,450000,13,walk,agency,0,56,5,13,3,64,64,64
693, Krestianskaia zastava ,150000,9,walk,agency,0,62,9,9,3,64,64,64
694, Turgenevskaia ,430000,6,walk,agency,0,123,3,7,4,64,64,64
695, Chistye prudy ,450000,6,walk,agency,0,142,3,6,5,64,64,64
696, Oktiabrskaia ,850000,9,walk,agency,0,159,5,11,5,64,64,64
697, Novoslobodskaia ,300000,10,walk,agency,0,142,4,18,5,64,64,64
698, Mezhdunarodnaia ,380000,7,walk,agency,0,134,57,75,2,64,64,64
699,No data,150000,0,walk,agency,0,61,13,24,3,64,64,64
700, Smolenskaia ,300000,3,walk,agency,0,57,3,6,4,160,88,12
701, Smolenskaia ,450000,13,walk,agency,0,34,6,13,2,64,64,64
702, Tretiakovskaia ,250000,5,walk,agency,0,52,2,6,4,64,64,64
703, Novokuznetckaia ,219000,4,walk,agency,0,36,8,9,3,64,64,64
704, Mezhdunarodnaia ,390000,5,walk,agency,0,44,6,63,4,64,64,64
705, Prospekt Mira ,198000,8,walk,agency,0,47,3,14,3,117,66,12
706, Tretiakovskaia ,200000,5,walk,agency,0,38,9,9,4,64,64,64
707, Sokolniki ,190000,2,walk,agency,0,39,19,37,3,64,64,64
708, Krasnoselskaia ,110000,8,walk,agency,50,7,7,12,2,5,40,20
709, Novokosino ,42000,19,walk,agency,0,38,8,14,1,39,19,6
710, Filatov Lug ,40000,6,walk,agency,50,15,5,15,1,5,13,3
711,No data,27000,0,walk,agency,0,27,9,14,1,64,64,64
712, Konkovo ,65000,5,walk,agency,80,21,4,17,2,50,30,8
713,No data,48000,0,walk,agency,0,19,4,9,3,64,64,64
